ID,优先级,综合分,主分类,子分类,名称,作者/机构,类型,语言,引用角色,访问,更新频率,主页URL,Feed/API URL,Feed状态,适合X帖型,为什么值得,核验/版权提醒,Karpathy共享,来源集合,来源/溯源URL,核验日期,HTTP,最终URL,主题标签
SRC-275,B,86,AI、科技与工程,软件、系统与互联网,brutecat.com,skull,独立博客 / 长文,en,解释源,Open,不定期,https://brutecat.com,https://brutecat.com/rss.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Security researcher。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://brutecat.com/rss.xml,"bug bounties, Google vulnerabilities"
SRC-276,B,86,AI、科技与工程,软件、系统与互联网,buttondown.com/hillelwayne,Hillel Wayne,独立博客 / 长文,en,解释源,Open,不定期,https://buttondown.com/hillelwayne,https://buttondown.com/hillelwayne/rss,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Consultant and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://buttondown.com/hillelwayne/rss,"formal methods, software engineering, technology"
SRC-277,B,86,AI、科技与工程,软件、系统与互联网,chiark.greenend.org.uk/~sgtatham,Simon Tatham,独立博客 / 长文,en,解释源,Open,不定期,https://chiark.greenend.org.uk/~sgtatham,https://www.chiark.greenend.org.uk/~sgtatham/quasiblog/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and mathematician。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.chiark.greenend.org.uk/~sgtatham/quasiblog/feed.xml,"programming, puzzles, software tools"
SRC-278,B,86,AI、科技与工程,软件、系统与互联网,danielchasehooper.com,Daniel Chase Hooper,独立博客 / 长文,en,解释源,Open,不定期,https://danielchasehooper.com,https://danielchasehooper.com/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software Developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://danielchasehooper.com/feed.xml,"graphics programming, software development"
SRC-279,B,86,AI、科技与工程,软件、系统与互联网,danieldelaney.net,Daniel Delaney,独立博客 / 长文,en,解释源,Open,不定期,https://danieldelaney.net,https://danieldelaney.net/feed,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Developer and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://danieldelaney.net/feed,"programming, technology, personal projects"
SRC-280,B,86,AI、科技与工程,安全、隐私与数字权利,dfarq.homeip.net,David Farquhar,独立博客 / 长文,en,解释源,Open,不定期,https://dfarq.homeip.net,https://dfarq.homeip.net/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Computer security professional and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://dfarq.homeip.net/feed/,"security, vintage computers, technology"
SRC-281,B,86,AI、科技与工程,软件、系统与互联网,downtowndougbrown.com,Doug Brown,独立博客 / 长文,en,解释源,Open,不定期,https://downtowndougbrown.com,https://www.downtowndougbrown.com/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Writer and urban planner。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.downtowndougbrown.com/feed/,"urban planning, development"
SRC-282,B,86,AI、科技与工程,软件、系统与互联网,dwarkesh.com,Dwarkesh Patel,独立博客 / 长文,en,解释源,Open,不定期,https://dwarkesh.com,https://www.dwarkesh.com/feed,重定向后有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Host of the Dwarkesh Podcast。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.dwarkesh.com/feed,"AI, technology, long-form interviews"
SRC-283,B,86,AI、科技与工程,软件、系统与互联网,eli.thegreenplace.net,Eli Bendersky,独立博客 / 长文,en,解释源,Open,不定期,https://eli.thegreenplace.net,https://eli.thegreenplace.net/feeds/all.atom.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://eli.thegreenplace.net/feeds/all.atom.xml,"programming, compilers, technology"
SRC-284,B,86,AI、科技与工程,软件、系统与互联网,fabiensanglard.net,Fabien Sanglard,独立博客 / 长文,en,解释源,Open,不定期,https://fabiensanglard.net,https://fabiensanglard.net/rss.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://fabiensanglard.net/rss.xml,"game development, software engineering, retro computing"
SRC-285,B,86,AI、科技与工程,数学、科学与认知,garymarcus.substack.com,Gary Marcus,独立博客 / 长文,en,解释源,Open,不定期,https://garymarcus.substack.com,https://garymarcus.substack.com/feed,有效,概念解释、反直觉事实、研究脉络,"2025 年 Hacker News 高热个人博客。作者背景：Cognitive scientist, author, and entrepreneur。",独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://garymarcus.substack.com/feed,"AI, cognitive science, technology"
SRC-286,B,86,AI、科技与工程,软件、系统与互联网,geoffreylitt.com,Geoffrey Litt,独立博客 / 长文,en,解释源,Open,不定期,https://geoffreylitt.com,https://www.geoffreylitt.com/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and researcher。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.geoffreylitt.com/feed.xml,"software development, human-computer interaction"
SRC-287,B,86,AI、科技与工程,软件、系统与互联网,geohot.github.io,George Hotz,独立博客 / 长文,en,解释源,Open,不定期,https://geohot.github.io,https://geohot.github.io/blog/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Hacker and entrepreneur。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://geohot.github.io/blog/feed.xml,"technology, hacking, AI"
SRC-288,B,86,AI、科技与工程,软件、系统与互联网,grantslatton.com,Grant Slatton,独立博客 / 长文,en,解释源,Open,不定期,https://grantslatton.com,https://grantslatton.com/rss.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Engineer and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://grantslatton.com/rss.xml,"technology, programming, personal essays"
SRC-289,B,86,AI、科技与工程,数据、统计与可视化,gwern.net,Gwern Branwen,独立博客 / 长文,en,解释源,Open,不定期,https://gwern.net,https://gwern.substack.com/feed,有效,数据图解、统计误区、可视化方法,2025 年 Hacker News 高热个人博客。作者背景：Researcher and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://gwern.substack.com/feed,"psychology, statistics, technology"
SRC-290,B,86,AI、科技与工程,软件、系统与互联网,herman.bearblog.dev,Herman Martinus,独立博客 / 长文,en,解释源,Open,不定期,https://herman.bearblog.dev,https://herman.bearblog.dev/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Developer and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://herman.bearblog.dev/feed/,"software development, technology"
SRC-291,B,86,AI、科技与工程,软件、系统与互联网,hey.paris,Paris Buttfield-Addison,独立博客 / 长文,en,解释源,Open,不定期,https://hey.paris,https://hey.paris/index.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Computer scientist and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://hey.paris/index.xml,"game development, AI, technology"
SRC-292,B,86,AI、科技与工程,软件、系统与互联网,hugotunius.se,Hugo Tunius,独立博客 / 长文,en,解释源,Open,不定期,https://hugotunius.se,https://hugotunius.se/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://hugotunius.se/feed.xml,"iOS, mobile development, technology"
SRC-293,B,86,AI、科技与工程,软件、系统与互联网,idiallo.com,Ibrahim Diallo,独立博客 / 长文,en,解释源,Open,不定期,https://idiallo.com,https://idiallo.com/feed.rss,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and blogger。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://idiallo.com/feed.rss,"programming, software development, technology"
SRC-294,B,86,AI、科技与工程,工程硬件与产业,IEEE Spectrum,,工程、机器人、芯片、能源和航天报道,en,解释源,Freemium,每日数篇,https://spectrum.ieee.org/,https://spectrum.ieee.org/feeds/feed.rss,有效,机器人、芯片、工程突破、技术史,工程师视角突出，硬件和产业链信息密度高。,Feed端点已核验为RSS。,false,扩展调研：科技、科学与数据,https://spectrum.ieee.org/feeds/feed.rss,2026-08-17,200,https://spectrum.ieee.org/feeds/feed.rss,
SRC-295,B,86,AI、科技与工程,开放模型与AI政策,Interconnects,,开源模型、RLHF、产业与政策分析,en,解释源,Freemium,每周2至4篇,https://www.interconnects.ai/,https://www.interconnects.ai/feed,有效,开源格局、产业判断、观点型长帖,对开放权重、训练方法和产业权力结构的判断清晰。,Feed端点已核验为XML。,false,扩展调研：科技、科学与数据,https://www.interconnects.ai/feed,2026-08-17,200,https://www.interconnects.ai/feed,
SRC-296,B,86,AI、科技与工程,软件、系统与互联网,it-notes.dragas.net,Stefano Marinelli,独立博客 / 长文,en,解释源,Open,不定期,https://it-notes.dragas.net,https://it-notes.dragas.net/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：System administrator and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://it-notes.dragas.net/feed/,"FreeBSD, Linux, system administration"
SRC-297,B,86,AI、科技与工程,软件、系统与互联网,jayd.ml,Jayden Milne,独立博客 / 长文,en,解释源,Open,不定期,https://jayd.ml,https://jayd.ml/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and blogger。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://jayd.ml/feed.xml,"programming, personal projects, web development"
SRC-298,B,86,AI、科技与工程,软件、系统与互联网,jeffgeerling.com,Jeff Geerling,独立博客 / 长文,en,解释源,Open,不定期,https://jeffgeerling.com,https://www.jeffgeerling.com/blog.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Developer and YouTube creator。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://www.jeffgeerling.com/blog.xml,"Raspberry Pi, Ansible, open-source"
SRC-299,B,86,AI、科技与工程,软件、系统与互联网,jyn.dev,Jyn Nelson,独立博客 / 长文,en,解释源,Open,不定期,https://jyn.dev,https://jyn.dev/atom.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Rust compiler engineer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://jyn.dev/atom.xml,"Rust, compilers, programming"
SRC-300,B,86,AI、科技与工程,安全、隐私与数字权利,krebsonsecurity.com,Brian Krebs,独立博客 / 长文,en,解释源,Open,不定期,https://krebsonsecurity.com,https://krebsonsecurity.com/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Independent journalist。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://krebsonsecurity.com/feed/,"security, malware, fraud"
SRC-301,B,86,AI、科技与工程,AI工程与开发者工具,Latent Space,,AI工程、访谈、开发者工具、播客,en,解释源,Freemium,每周2至5篇,https://www.latent.space/,https://www.latent.space/feed,有效,创作者观点、工具趋势、访谈金句,紧跟Agent和AI工程圈，访谈信息密度高。,Feed端点已核验。,false,扩展调研：科技、科学与数据,https://www.latent.space/feed,2026-08-17,200,https://www.latent.space/feed,
SRC-302,B,86,AI、科技与工程,安全、隐私与数字权利,lcamtuf.substack.com,Michał Zalewski,独立博客 / 长文,en,解释源,Open,不定期,https://lcamtuf.substack.com,https://lcamtuf.substack.com/feed,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Security researcher and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://lcamtuf.substack.com/feed,"security, software development, hacking"
SRC-303,B,86,AI、科技与工程,软件、系统与互联网,lucumr.pocoo.org,Armin Ronacher,独立博客 / 长文,en,解释源,Open,不定期,https://lucumr.pocoo.org,https://lucumr.pocoo.org/feed.atom,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and creator of Flask。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://lucumr.pocoo.org/feed.atom,"Python, open-source, software development"
SRC-304,B,86,AI、科技与工程,软件、系统与互联网,martinalderson.com,Martin Alderson,独立博客 / 长文,en,解释源,Open,不定期,https://martinalderson.com,https://martinalderson.com/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Writer and software engineer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://martinalderson.com/feed.xml,"web development, AI, performance"
SRC-305,B,86,AI、科技与工程,软件、系统与互联网,matklad.github.io,Alex Kladov,独立博客 / 长文,en,解释源,Open,不定期,https://matklad.github.io,https://matklad.github.io/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and Rust contributor。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://matklad.github.io/feed.xml,"Rust, software development, programming languages"
SRC-306,B,86,AI、科技与工程,硬件、复古计算与技术史,maurycyz.com,Maurycy Z.,独立博客 / 长文,en,解释源,Open,不定期,https://maurycyz.com,https://maurycyz.com/index.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Electronics and software enthusiast。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://maurycyz.com/index.xml,"electronics, programming, photography"
SRC-307,B,86,AI、科技与工程,安全、隐私与数字权利,micahflee.com,Micah Lee,独立博客 / 长文,en,解释源,Open,不定期,https://micahflee.com,https://micahflee.com/rss/,重定向后有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：InfoSec engineer and journalist。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://micahflee.com/rss/,"security, privacy, hacking"
SRC-308,B,86,AI、科技与工程,软件、系统与互联网,michael.stapelberg.ch,Michael Stapelberg,独立博客 / 长文,en,解释源,Open,不定期,https://michael.stapelberg.ch,https://michael.stapelberg.ch/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://michael.stapelberg.ch/feed.xml,"software development, Linux, open source"
SRC-309,B,86,AI、科技与工程,软件、系统与互联网,miguelgrinberg.com,Miguel Grinberg,独立博客 / 长文,en,解释源,Open,不定期,https://miguelgrinberg.com,https://blog.miguelgrinberg.com/feed,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software engineer and author。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://blog.miguelgrinberg.com/feed,"Python, Flask, web development"
SRC-310,B,86,AI、科技与工程,软件、系统与互联网,mitchellh.com,Mitchell Hashimoto,独立博客 / 长文,en,解释源,Open,不定期,https://mitchellh.com,https://mitchellh.com/feed.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Co-founder of HashiCorp。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://mitchellh.com/feed.xml,"infrastructure, automation, open source"
SRC-311,B,86,AI、科技与工程,安全、隐私与数字权利,mjg59.dreamwidth.org,Matthew Garrett,独立博客 / 长文,en,解释源,Open,不定期,https://mjg59.dreamwidth.org,https://mjg59.dreamwidth.org/data/rss,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Security developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://mjg59.dreamwidth.org/data/rss,"security, Linux, open-source"
SRC-312,B,86,AI、科技与工程,软件、系统与互联网,oldvcr.blogspot.com,Cameron Kaiser,独立博客 / 长文,en,解释源,Open,不定期,https://oldvcr.blogspot.com,https://oldvcr.blogspot.com/feeds/posts/default,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Vintage computer enthusiast。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://oldvcr.blogspot.com/feeds/posts/default,"vintage computers, linux"
SRC-313,B,86,AI、科技与工程,软件、系统与互联网,overreacted.io,Dan Abramov,独立博客 / 长文,en,解释源,Open,不定期,https://overreacted.io,https://overreacted.io/rss.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and React core team member。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://overreacted.io/rss.xml,"React, JavaScript, web development"
SRC-314,B,86,AI、科技与工程,软件、系统与互联网,philiplaine.com,Philip Laine,独立博客 / 长文,en,解释源,Open,不定期,https://philiplaine.com,https://philiplaine.com/index.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://philiplaine.com/index.xml,"software development, cloud infrastructure"
SRC-315,B,86,AI、科技与工程,软件、系统与互联网,pluralistic.net,Cory Doctorow,独立博客 / 长文,en,解释源,Open,不定期,https://pluralistic.net,https://pluralistic.net/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Author and activist。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://pluralistic.net/feed/,"activism, technology, copyright"
SRC-316,B,86,AI、科技与工程,软件、系统与互联网,rachelbythebay.com,Rachel Kroll,独立博客 / 长文,en,解释源,Open,不定期,https://rachelbythebay.com,https://rachelbythebay.com/w/atom.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Infrastructure engineer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://rachelbythebay.com/w/atom.xml,"software engineering, personal experiences, technology"
SRC-317,B,86,AI、科技与工程,软件、系统与互联网,rakhim.exotext.com,Rakhim Davletkaliyev,独立博客 / 长文,en,解释源,Open,不定期,https://rakhim.exotext.com,https://rakhim.exotext.com/rss.xml,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Staff engineer and founder of Exotext。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://rakhim.exotext.com/rss.xml,"programming, semantic web, technology"
SRC-318,B,86,AI、科技与工程,软件、系统与互联网,shkspr.mobi,Terence Eden,独立博客 / 长文,en,解释源,Open,不定期,https://shkspr.mobi,https://shkspr.mobi/blog/feed/,有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Technology consultant and writer。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://shkspr.mobi/blog/feed/,"open data, technology, digital rights"
SRC-319,B,86,AI、科技与工程,软件、系统与互联网,simonwillison.net,Simon Willison,独立博客 / 长文,en,解释源,Open,不定期,https://simonwillison.net/,https://simonwillison.net/atom/everything/,有效,工程洞见、实战复盘、技术解释；新功能实测、失败案例、实用技巧,2025 年 Hacker News 高热个人博客。作者背景：AI researcher and co-creator of Django。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。；Everything Atom端点已核验。,true,Karpathy 分享的 HN 2025 RSS 冷启动集；扩展调研：科技、科学与数据,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b；https://simonwillison.net/atom/everything/,2026-08-17,200,https://simonwillison.net/atom/everything/,"AI,data journalism,blogging"
SRC-320,B,86,AI、科技与工程,安全、隐私与数字权利,skyfall.dev,Mahad Kalam,独立博客 / 长文,en,解释源,Open,不定期,https://skyfall.dev,https://mahadk.com/rss.xml,重定向后有效,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software engineer based in the UK。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,200,https://mahadk.com/rss.xml,"ai, security, web development"
SRC-321,B,86,AI、科技与工程,安全、隐私与数字权利,tedunangst.com,Ted Unangst,独立博客 / 长文,en,解释源,Open,不定期,https://tedunangst.com,https://www.tedunangst.com/flak/rss,超时/网络错误,工程洞见、实战复盘、技术解释,2025 年 Hacker News 高热个人博客。作者背景：Software developer and OpenBSD contributor。,独立作者源；事实、数字和因果需回到论文、文档或数据。观点须明确归因。；fetch failed,true,Karpathy 分享的 HN 2025 RSS 冷启动集,https://gist.github.com/emschwartz/e6d2bf860ccc367fe37ff953ba6de66b,2026-08-17,,https://www.tedunangst.com/flak/rss,"OpenBSD, software development, security"
